Dates,News,sentiment,probabilities
08-12-2017,"government fixes sovereign gold bond rate at rs 2,890/gram",positive,[0.05146266 0.0638783  0.88465905]
20-12-2017,"Gold slips to Rs 29,690 on weak spot demand",neutral,[0.01052079 0.97019416 0.01928511]
21-02-2018,"Gold futures decline to Rs 30,437 on weak global cues",neutral,[0.0134173  0.9643426  0.02224011]
26-05-2017,"gold at highest since may 1 on political uncertainty, dollar",neutral,[0.10043078 0.81003183 0.0895374 ]
24-08-2018,"dec. gold gains $19.30, or 1.6%, to settle at $1,213.30/oz",negative,[0.85885143 0.10183495 0.0393137 ]
02-02-2017,"Gold on track to hit 12-week high, up 1.5% at 1,226.50/oz.",negative,[0.93928176 0.02408394 0.03663423]
18-05-2017,"Gold pares gains slightly after jobless-claims, Philly Fed report",neutral,[0.31360263 0.5828635  0.10353384]
04-09-2018,gold drops near session low after ism manufacturing data,neutral,[0.04247729 0.86987424 0.08764844]
17-02-2017,"Gold steady on weaker dollar, set for 3rd week of gains",negative,[0.52895695 0.41610718 0.0549359 ]
20-09-2017,Trump's North Korea threat lifts gold ahead of Fed statement,negative,[0.47201493 0.21986844 0.30811664]
25-05-2017,Gold holds steady as dollar slips after Fed minutes,neutral,[0.16862836 0.7015426  0.12982911]
01-12-2017,Gold prices rally in late morning dealings as U.S. dollar weakens,neutral,[0.03819138 0.940303   0.02150554]
13-04-2017,Gold prices stretch rally in to a third straight session,negative,[0.72267514 0.1896037  0.08772116]
27-06-2018,"gold hits fresh 2018 low, rsi at lowest since december 2016",neutral,[0.01097223 0.9610898  0.02793803]
25-01-2019,"Wedding season pushes gold prices by Rs 90 to Rs 33,300 ",negative,[0.7866474  0.0929817  0.12037088]
31-07-2017,"December gold ends 0.1% lower at 1,275.30 an ounce",neutral,[0.00838952 0.97065824 0.02095228]
19-12-2018,gold may break with tradition rallying into a fed hike: chart,negative,[0.62661284 0.0646557  0.3087315 ]
08-08-2018,gerhard schubert joins physical gold fund,positive,[0.04339353 0.04903927 0.9075672 ]
23-05-2018,"gold prices finish lower, then edge up after fed meeting minutes",neutral,[0.03431277 0.9310853  0.03460197]
16-11-2018,"Gold futures rise to Rs 30,875; silver spurts Rs 187 per kg",negative,[0.88874274 0.03786192 0.0733953 ]
20-11-2017,australia gold output to peak in 2021,negative,[0.8199351  0.0190504  0.16101462]
14-02-2017,Gold ekes out a loss to tally fourth straight session decline,neutral,[0.06456164 0.8752973  0.06014105]
10-04-2017,"Gold edges down on strong dollar, but geopolitical tensions support",neutral,[0.05095721 0.92783374 0.02120905]
04-09-2017,"Gold jumps 1% to $1,343.50 an ounce after North Korea nuclear test",negative,[0.88113993 0.06784256 0.05101753]
04-10-2017,Trump's saber-rattling is the big reason you should own some gold,positive,[0.07184142 0.015634   0.9125245 ]
17-07-2017,Gold prices tip slightly higher after Empire state data,negative,[0.6311106  0.27703914 0.09185027]
15-03-2018,bloomberg : fed hikes to even out the price gap between gold and bitcoin,negative,[0.93222445 0.02937962 0.03839596]
05-01-2017,Gold futures settle at a 5-week high,neutral,[0.38893762 0.41201678 0.19904555]
07-07-2017,Gold drops to settle at 4-month low after solid U.S. jobs report,neutral,[0.0303677  0.9371443  0.03248804]
18-12-2017,"charts : gold: vulnerable, faces pullback risk",neutral,[0.03408847 0.93618125 0.02973031]
15-06-2018,"Gold rebounds to Rs 32,190 on firm global cues",negative,[0.82168746 0.13058788 0.04772463]
12-05-2017,"Gold prices settle higher, gain a few cents for the week",negative,[0.9388911  0.02543212 0.03567678]
16-01-2018,gold notches highest close since early september,negative,[0.73887986 0.07998352 0.1811366 ]
19-03-2018,gold prices inch lower as investors expect fed to raise rate,neutral,[0.0919647  0.8471876  0.06084779]
09-11-2017,india gold demand seen falling to lowest in 8 years in 2017: wgc,neutral,[0.00728237 0.9541043  0.03861327]
04-12-2017,"Feb. gold settles at $1,277.70/oz on Comex, down $4.60, or 0.4%",neutral,[0.00813857 0.9746651  0.01719631]
28-06-2017,Gold ends higher as dollar extends weakness,negative,[0.8970872  0.04868469 0.05422802]
15-01-2018,Gold Prices Remain Supported at 4-Month Peak,negative,[0.9113064  0.04220267 0.046491  ]
20-06-2018,south korea lobbies india to relax gold import restrictions,positive,[0.11564057 0.1348838  0.74947566]
25-01-2018,"feb. gold climbs $6.60, or 0.5%, to settle at $1,362.90/oz",negative,[0.84145486 0.11384367 0.04470146]
07-08-2017,"December gold settles up 10 cents, or less than 0.1%, at $1,264.70/oz.",negative,[0.93641365 0.03581705 0.02776928]
28-03-2017,Gold prices trade lower as U.S. dollar finds support,neutral,[0.04904797 0.9212657  0.02968641]
06-02-2018,puregold offers first payment gateway using cryptocurrency supported by gold,positive,[0.12067912 0.0076376  0.87168336]
30-10-2017,gold edges down on caution ahead of key central bank meetings,neutral,[0.10954454 0.85033953 0.04011588]
19-04-2018,gold retreats a day after settling at a one-week high,neutral,[0.12215081 0.7707992  0.10704999]
13-03-2017,Gold settles higher to end streak of losses,negative,[0.69826037 0.1472028  0.15453683]
28-09-2017,Gold edges up from a 6-week low,negative,[0.94609374 0.02788212 0.02602414]
09-10-2018,"saxo bank : gold held down by yuan, yields",neutral,[0.01022423 0.9634974  0.02627839]
29-06-2017,"August gold falls $4.20, or 0.3%, at $1,245/oz.",neutral,[0.03332177 0.94637686 0.02030128]
03-05-2017,Gold futures mark lowest settlement since April 5,neutral,[0.00797856 0.9545472  0.03747414]
24-01-2018,gold jumps back to 4-month tops on weaker usd,negative,[0.6822587  0.25288138 0.06485993]
11-09-2017,"Gold ends lower as Korea, hurricane fears fade",neutral,[0.02690254 0.93177354 0.04132395]
06-06-2018,volatility : unbelievable analogy in gold & silver,positive,[0.2922325  0.08085082 0.6269166 ]
20-07-2017,Gold prices maintain early losses after ECB decision,neutral,[0.0468804  0.91210085 0.04101877]
09-05-2018,Gold prices dip as dollar rises on higher US Treasury yields,neutral,[0.06705289 0.8778996  0.0550475 ]
28-12-2017,"gold rallies more, climbs rs 175 on jewellers' buying",negative,[0.9159858  0.03412758 0.04988658]
22-02-2017,Gold settles 0.5% lower ahead of FOMC minutes as dollar gains,neutral,[0.0237772  0.94520867 0.03101402]
26-07-2018,more than 100 south african gold miners treated for smoke inhalation,neutral,[0.08159883 0.6648249  0.25357625]
08-11-2017,Gold settles at a three-week high,negative,[0.47340283 0.24580453 0.28079265]
06-04-2018,"gold notches daily, weekly gain as trade jitters roil stocks, dollar",negative,[0.8737017  0.05990081 0.06639755]
28-07-2017,"china's first-half gold output falls, consumption up",neutral,[0.00933651 0.9699472  0.02071621]
14-12-2017,"Gold futures climb to Rs 28,398 on firm global cues",negative,[0.76061213 0.16857763 0.07081026]
15-03-2017,"Gold settles lower, then climbs after Fed decision to raise interest rates",neutral,[0.2333488  0.66523606 0.10141516]
22-11-2018,Gold futures up Rs 34 as participants create position,negative,[0.6776797  0.114001   0.20831928]
28-02-2017,"April gold falls $4.90, or 0.4%, for the session to settle at $1,253.90/oz",neutral,[0.05029708 0.8961872  0.05351571]
15-06-2017,Gold holds sharp loss after industrial-output report,neutral,[0.07641692 0.9037342  0.01984891]
11-10-2018,"Gold prices edge higher as global stocks sag, US dollar slips",negative,[0.733144  0.2144328 0.0524232]
12-05-2017,"Gold holds modest gain after retail sales, CPI",negative,[0.91697836 0.04608181 0.03693982]
18-04-2018,Akshay Tritiya 2018 | Bearish on gold in FY19 due to general assembly elections: Sunand Subramaniam,neutral,[0.02590323 0.82434475 0.149752  ]
28-04-2017,"reduce import duty on gold, says niti aayog",positive,[0.26411256 0.07451564 0.6613718 ]
23-08-2017,"Profit-booking, weak global cues pull gold futures down to Rs 29,078",neutral,[0.00884797 0.9697402  0.02141186]
10-09-2018,italy : huge hoard of roman gold coins discovered in italian theater basement,positive,[0.18436524 0.02451693 0.7911178 ]
13-06-2018,Gold prices are expected to be volatile today: Angel Commodities,positive,[0.04439483 0.20675571 0.7488494 ]
25-04-2018,"Gold falls on dollar's strength, easing N. Korea tensions ",neutral,[0.35150436 0.58895576 0.05953983]
13-02-2018,commerzbank : gold etf holdings post weekly decline of 21 tons,neutral,[0.0138701  0.97316813 0.01296181]
06-11-2017,"gold edges down as firmer dollar, fed rate hike concerns weigh",neutral,[0.11059178 0.8374319  0.05197632]
17-08-2017,Gold pares gains as U.S. dollar strengthens,negative,[0.9148428  0.04935049 0.03580672]
08-03-2018,Gold futures extend gains,positive,[0.33070043 0.1136359  0.55566365]
04-07-2018,iran police arrests dealer in possession of 2 tons of gold coin,neutral,[0.0192631  0.878142   0.10259493]
17-01-2018,"gold prices fall in asia on profit taking, mild dollar rebound",neutral,[0.01823165 0.9571206  0.02464771]
06-04-2018,standard chartered : gold/silver ratio fundamentals favor for silver prices,positive,[0.47529122 0.03481118 0.48989755]
14-11-2017,Gold prices pare decline as U.S. dollar index nears session lows,neutral,[0.01341749 0.9647614  0.0218211 ]
24-05-2017,Gold prices gain in Asia after Fed minutes set dovish tone,neutral,[0.22851065 0.57536817 0.1961212 ]
27-03-2017,Gold futures log highest settlement since late February,negative,[0.5336173  0.34885126 0.11753147]
14-06-2018,Gold slips as Fed signals two more rate raises,neutral,[0.18354458 0.6601981  0.15625729]
13-06-2017,"Gold falls to Rs 28,957 at futures trade",neutral,[0.01245978 0.9571543  0.03038601]
11-10-2017,Gold prices trade little changed from settlement level after FOMC minutes,neutral,[0.31560874 0.51951844 0.16487277]
07-10-2017,"festive buying, global cues lift gold rate by rs 100",negative,[0.9076067  0.0415922  0.05080106]
19-09-2017,"gold, silver inch higher ahead of us fed meet",negative,[0.8375589  0.06235225 0.10008883]
13-05-2018,iran targets gold coin 'bubble' as us quits nuclear deal,positive,[0.06600405 0.18387029 0.7501257 ]
03-02-2017,"April gold finishes modestly higher, up $1.40, or 0.1%, at 1,220.80/oz.",negative,[0.94001085 0.03705728 0.02293188]
22-03-2018,"Commodities@Moneycontrol: Global trade war concerns raise appetite for gold, prices hit two-week high",negative,[0.55021083 0.40481988 0.0449694 ]
08-08-2018,peter schiff : gold prices to jump after us loses trade war & its debt bubble blows,neutral,[0.3368367  0.53692603 0.12623724]
14-11-2018,Gold Rate Today: Gold futures weaken by Rs 86/ 10 grams,neutral,[0.0123101  0.9692532  0.01843682]
08-06-2018,sharps pixley: chinese gold demand continues to rise yoy,negative,[0.9508121  0.02609101 0.02309687]
06-08-2018,"Gold dips on stronger dollar, speculative selling",neutral,[0.10757945 0.7154188  0.1770017 ]
21-02-2017,"gold, silver trade lower in early trade on profit booking",neutral,[0.02184616 0.9479219  0.03023198]
07-04-2017,"June gold settles $4, or 0.3%, higher at $1,257.30/oz.",negative,[0.85975534 0.10712922 0.03311538]
02-05-2017,"gold ends higher, shakes off 3-week lows as investors await fed meeting outcome",negative,[0.623319   0.24372114 0.13295984]
11-01-2017,"Feb. gold up $9.50, or 0.8%, to $1,195/oz ahead of Comex settlement",negative,[0.9293146  0.04468817 0.02599723]
01-07-2018,"charts : if gold breaks this trend, watch your position",positive,[0.08157787 0.02871389 0.8897082 ]
13-08-2018,"gold falls below $1,200 for the first time since march 2017",neutral,[0.01987897 0.93875617 0.04136479]
22-08-2017,"gold slides, palladium hits highest level since 2001",negative,[0.60554034 0.14975376 0.24470593]
24-05-2018,"Gold loses sheen, silver declines on subdued offtake",neutral,[0.01873316 0.9492092  0.03205765]
06-10-2017,Gold prices end the week with a loss of 0.8%,neutral,[0.02415243 0.96299034 0.01285717]
18-08-2017,"Gold futures rise to Rs 29,270 per 10 gm",negative,[0.6437996 0.0874512 0.2687492]
04-12-2017,gold dips as dollar shines after us senate clears tax bill,neutral,[0.13877302 0.7624032  0.0988238 ]
01-11-2017,Gold holds gain after ADP private-sector jobs report,negative,[0.5802746  0.3092134  0.11051201]
26-01-2018,world gold council : cryptocurrencies are no substitute for gold,positive,[0.02374556 0.03484383 0.94141066]
15-02-2017,Gold futures slip into the red after economic data,neutral,[0.22180974 0.64434665 0.13384363]
20-01-2017,Gold futures gain 0.7% for the week,negative,[0.7570318  0.2045123  0.03845588]
21-11-2017,gold edges higher; all eyes on fed minutes,positive,[0.2613655  0.05915947 0.6794751 ]
14-02-2018,Gold Prices Fall In Asia As Chinese New Year Holidays Start,neutral,[0.00969381 0.9689577  0.0213485 ]
20-03-2017,"April gold settles at $1,234/oz, up $3.80, or 0.3%",negative,[0.93981254 0.03594649 0.02424099]
10-09-2018,"gold falls, as a persistently strong dollar finds fresh impetus",neutral,[0.09080423 0.8628217  0.04637403]
09-08-2018,"december gold ends about 0.1% lower at $1,219.90/oz.",neutral,[0.00737485 0.9695821  0.02304304]
30-12-2017,"gold, silver end 2017 on a high; post annual gains",negative,[0.9302825  0.03766272 0.03205487]
19-07-2017,"August gold tacks on a dime to settle at $1,242/oz",neutral,[0.43051815 0.44385907 0.12562278]
26-07-2017,"gold, silver down ahead of us fed outcome",positive,[0.14799099 0.06021255 0.79179645]
20-11-2017,gold holds near one-month peak despite firmer dollar,negative,[0.90790457 0.04494691 0.0471485 ]
22-03-2018,saudia arabia : 'saudization' translates into scarcity of salesmen at riyadh gold souk,neutral,[0.01228407 0.9372922  0.0504237 ]
26-10-2017,Gold slips slightly after ECB policy upate,neutral,[0.1645546  0.73185676 0.10358863]
08-11-2018,"december gold prices off 0.3% at 1,224.90/oz.",neutral,[0.017507   0.95789766 0.02459531]
24-08-2018,why hasn't gold bounced as risks have risen?,positive,[0.1168638  0.20998488 0.67315125]
04-08-2017,"Gold ends day, week lower as dollar climbs on hiring strength",neutral,[0.02315594 0.93327576 0.04356825]
23-10-2017,"Profit-booking, weak global cues pull gold futures down to Rs 29,478",neutral,[0.00897686 0.969697   0.0213261 ]
05-09-2018,gold prices may fall further after breaking chart support,neutral,[0.01847904 0.9584531  0.02306785]
28-04-2017,"Gold prices up about 1.3% for the month, but lose 1.6% on week",neutral,[0.43354648 0.5424065  0.02404693]
16-02-2017,Dollar slide sends gold futures higher,neutral,[0.12333573 0.78911066 0.08755361]
28-11-2018,european investors opt for gold,positive,[0.06973733 0.01369092 0.9165718 ]
05-07-2017,Gold prices edge up in electronic trading after release of Fed meeting minutes,negative,[0.56536275 0.37121347 0.06342378]
20-06-2017,Gold ends at 5-week low as Fed comments fuel bets on further interest-rate hikes,neutral,[0.04236437 0.8811808  0.07645474]
11-01-2019,Gold futures up Rs 120 on positive global cues,negative,[0.8630472  0.06182304 0.07512972]
18-08-2017,"gold rises in morning trade, silver down",negative,[0.7871547  0.04229683 0.17054851]
07-02-2018,"april gold down $14.90, or 1.1%, to settle at $1,314.60/oz",neutral,[0.01514074 0.96312094 0.02173829]
08-08-2017,Gold prices end lower after job-market snapshot lifts dollar,neutral,[0.02490521 0.9455243  0.02957055]
27-01-2017,"February gold down $4, or 0.3%, at $1,185.80/oz.",neutral,[0.0141436  0.96417713 0.02167935]
21-09-2018,central bank demand for gold reaches 3-year high,negative,[0.9315579  0.02380322 0.04463894]
03-08-2017,gold prices drift further away from 7-week highs as dollar firms,neutral,[0.02169789 0.9433432  0.03495891]
23-01-2018,natixis : gold needs to break 1347 to extend recovery,positive,[0.11020157 0.0631284  0.82667005]
16-06-2018,"gold falls amid 'trade war' tumult, silver back under $17",neutral,[0.16336025 0.8012376  0.03540219]
10-11-2017,Gold holds loss after consumer-sentiment reading,neutral,[0.19239484 0.74156743 0.06603766]
04-01-2017,Gold holds ground at more than 3-week high after FOMC minutes,negative,[0.68266284 0.13215026 0.18518685]
